238	1.0
239	1.0
240	3.0
241	2.0
242	1.0
243	1.0
244	1.0
245	1.0
246	2.0
247	2.0
248	3.0
249	1.0
250	1.0
251	9.0
252	2.0
253	3.0
254	1.0
255	2.0
256	2.0
257	2.0
258	1.0
259	8.0
260	1.0
261	2.0
262	1.0
263	1.0
264	1.0
265	3.0
266	1.0
267	2.0
268	1.0
269	3.0
270	1.0
271	2.0
272	4.0
273	1.0
274	2.0
275	1.0
276	15.0
277	14.0
278	10.0
279	1.0
280	1.0
281	2.0
282	2.0
283	1.0
284	1.0
285	4.0
286	3.0
287	1.0
288	1.0
289	6.0
290	16.0
291	1.0
292	1.0
293	5.0
294	2.0
295	3.0
296	5.0
297	2.0
298	1.0
299	1.0
300	1.0
301	1.0
302	1.0
303	3.0
304	1.0
305	1.0
306	3.0
307	1.0
308	5.0
309	1.0
310	1.0
311	1.0
312	1.0
313	1.0
314	3.0
315	1.0
316	3.0
317	2.0
318	2.0
319	1.0
320	1.0
321	1.0
322	10.0
323	2.0
324	1.0
325	2.0
326	1.0
327	8.0
328	1.0
329	1.0
330	1.0
331	1.0
332	4.0
333	5.0
334	2.0
335	1.0
336	2.0
337	1.0
338	2.0
339	1.0
340	1.0
341	1.0
342	1.0
343	1.0
344	1.0
345	2.0
346	2.0
347	2.0
348	3.0
349	3.0
350	1.0
351	3.0
352	49.0
353	4.0
354	1.0
355	1.0
356	3.0
357	4.0
358	2.0
359	1.0
360	2.0
361	5.0
362	5.0
363	3.0
364	1.0
365	1.0
366	48.0
367	2.0
368	4.0
369	1.0
370	3.0
371	1.0
372	1.0
373	1.0
374	1.0
375	1.0
376	1.0
377	8.0
378	1.0
379	1.0
380	1.0
381	1.0
382	1.0
383	1.0
384	1.0
385	3.0
386	1.0
387	4.0
388	1.0
389	1.0
390	1.0
391	1.0
392	11.0
393	1.0
394	1.0
395	2.0
396	3.0
397	2.0
398	1.0
399	3.0
400	5.0
401	2.0
402	4.0
403	2.0
404	2.0
405	2.0
406	13.0
407	1.0
408	1.0
409	24.0
410	2.0
411	2.0
412	1.0
413	21.0
414	5.0
415	4.0
416	1.0
417	1.0
418	2.0
419	1.0
420	6.0
421	1.0
422	5.0
423	1.0
424	21.0
425	5.0
426	2.0
427	8.0
428	1.0
429	5.0
430	1.0
431	1.0
432	7.0
433	1.0
434	1.0
435	1.0
436	1.0
437	1.0
438	2.0
439	4.0
440	2.0
441	3.0
442	1.0
443	1.0
444	1.0
445	1.0
446	1.0
447	1.0
448	35.0
449	1.0
450	1.0
451	4.0
452	16.0
453	1.0
454	1.0
455	3.0
456	12.0
457	6.0
458	1.0
459	1.0
460	2.0
461	1.0
462	2.0
463	21.0
464	1.0
465	1.0
466	1.0
467	1.0
468	4.0
469	1.0
470	1.0
471	5.0
472	2.0
473	2.0
474	2.0
475	1.0
476	1.0
477	1.0
478	3.0
479	2.0
480	1.0
481	3.0
482	2.0
483	9.0
484	1.0
485	3.0
486	1.0
487	1.0
488	1.0
489	3.0
490	1.0
491	2.0
492	2.0
493	10.0
494	3.0
495	1.0
496	1.0
497	2.0
498	1.0
499	2.0
500	3.0
501	1.0

