Node	dA	dNL	dNC	dH	dLCP	dIIC	dIICintra	dIICflux	dIICconnector	dF	dAWF	dPC	dPCintra	dPCflux	dPCconnector	
64	0.2779708	0.8587944	0.0000000	0.4270343	0.5551689	0.5219304	0.0044364	0.5173045	-0.0023694	0.5200451	0.7102182	0.6821220	0.0100620	0.6196090	0.0539973	
65	0.7644197	0.7597027	0.0000000	0.4164047	1.5229960	1.4222570	0.0335505	1.3880200	-0.0018725	0.5277138	1.8612420	1.7957890	0.0760938	1.6066540	0.1145875	
66	0.0694927	0.3963666	0.0000000	0.3892126	0.1389371	0.1287951	0.0002773	0.1282627	-0.0023037	0.3717726	0.1353884	0.1229252	0.0006289	0.1222937	0.0015489	
67	0.0694927	0.6936416	0.0000000	0.4705541	0.1389371	0.1453624	0.0002773	0.1431449	-0.0006187	0.5169974	0.1584632	0.1491021	0.0006289	0.1419746	0.0080450	
68	0.0694927	0.6110652	0.0000000	0.4561396	0.1389371	0.1406314	0.0002773	0.1401041	-0.0023089	0.5028860	0.1472095	0.1416440	0.0006289	0.1326072	0.0099543	
69	0.0694927	0.5780347	0.0000000	0.4526033	0.1389371	0.1398862	0.0002773	0.1393647	-0.0023147	0.4977404	0.1444997	0.1369177	0.0006289	0.1313005	0.0065346	
70	0.1389854	0.4789430	0.0000000	0.4094288	0.2777776	0.2635343	0.0011091	0.2623130	-0.0024467	0.4348168	0.2801813	0.2676645	0.0025155	0.2506719	0.0160235	
71	0.2779708	0.6936416	0.0000000	0.4136972	0.5551689	0.5106400	0.0044364	0.5050938	-0.0014491	0.4995265	0.6378504	0.6115702	0.0100620	0.5663733	0.0366812	
72	0.0694927	0.5780347	0.0000000	0.3952699	0.1389371	0.1233795	0.0002773	0.1228645	-0.0023211	0.4162827	0.1269848	0.1236622	0.0006289	0.1185118	0.0060679	
73	0.1389854	0.3303055	0.0000000	0.3434481	0.2777776	0.2229653	0.0011091	0.2216279	-0.0023307	0.3022575	0.1748495	0.1632419	0.0025155	0.1603278	0.0019450	
74	0.6949270	0.7597027	0.0000000	0.4897619	1.3850250	1.4649750	0.0277277	1.4327560	0.0019326	0.5505642	1.6487230	1.6404380	0.0628874	1.4570870	0.1220091	
75	0.0694927	0.5450041	0.0000000	0.4176548	0.1389371	0.1342280	0.0002773	0.1337444	-0.0023526	0.4566395	0.1496515	0.1338912	0.0006289	0.1317993	0.0030093	
76	0.0694927	0.5780347	0.0000000	0.3952077	0.1389371	0.1233795	0.0002773	0.1228645	-0.0023211	0.4265384	0.1297010	0.1216183	0.0006289	0.1192025	0.0033332	
77	0.4169562	0.4789430	0.0000000	0.4292721	0.8321739	0.8109915	0.0099820	0.7984544	-0.0000038	0.4060482	0.8330458	0.8520752	0.0226395	0.7310612	0.0999208	
78	0.1389854	0.2312139	0.0000000	0.3434619	0.2777776	0.2372277	0.0011091	0.2359804	-0.0024208	0.2739922	0.1942007	0.1780794	0.0025155	0.1756034	0.0015068	
79	0.2084781	0.7597027	0.0000000	0.4214121	0.4165216	0.3836819	0.0024955	0.3813435	-0.0027161	0.4914537	0.4539725	0.4576041	0.0056599	0.4089645	0.0445261	
80	0.2779708	0.4624277	0.0000000	0.4275661	0.5551689	0.5542505	0.0044364	0.5489357	-0.0016806	0.4648256	0.6244672	0.5681189	0.0100620	0.5440209	0.0155824	
81	0.0694927	0.2312139	0.0000000	0.3434619	0.1389371	0.1187958	0.0002773	0.1182675	-0.0023079	0.2744529	0.0985095	0.0906463	0.0006289	0.0885626	0.0030012	
82	0.2084781	0.6110652	0.0000000	0.4265025	0.4165216	0.4049282	0.0024955	0.4024533	-0.0025795	0.4891006	0.4652325	0.4208838	0.0056599	0.3993487	0.0174215	
83	0.1389854	0.6606111	0.0000000	0.4374152	0.2777776	0.2733170	0.0011091	0.2714447	-0.0017957	0.4940123	0.3189029	0.2964257	0.0025155	0.2704165	0.0250400	
84	0.0694927	0.7597027	0.0000000	0.4214121	0.1389371	0.1281972	0.0002773	0.1276691	-0.0023080	0.4895046	0.1533624	0.1597831	0.0006289	0.1389426	0.0217580	
85	0.2779708	0.3303055	0.0000000	0.3457480	0.5551689	0.4483394	0.0044364	0.4438394	-0.0024954	0.3013503	0.3294807	0.3097499	0.0100620	0.2996279	0.0016064	
86	0.0694927	0.7266722	0.0000000	0.4178689	0.1389371	0.1283879	0.0002773	0.1278539	-0.0023023	0.5171533	0.1686967	0.1565405	0.0006289	0.1469792	0.0104788	
87	0.4864489	0.3633361	0.0000000	0.3859388	0.9705315	0.9075359	0.0135866	0.8932527	-0.0018623	0.3602340	0.8655763	0.8261931	0.0308148	0.7896996	0.0072249	
88	0.2084781	0.6771263	0.0000000	0.4189188	0.4165216	0.3759788	0.0024955	0.3705621	0.0003623	0.4473618	0.3915449	0.3697091	0.0056599	0.3498302	0.0157654	
89	0.6254343	0.3798514	0.0000000	0.4164876	1.2469570	1.2511080	0.0224594	1.1933700	0.0327193	0.3787610	1.1335670	1.1235130	0.0509388	1.0087100	0.0654106	
90	0.0694927	0.4128819	0.0000000	0.3588019	0.1389371	0.1141947	0.0002773	0.1136957	-0.0023371	0.3487805	0.0999760	0.0993817	0.0006289	0.0907196	0.0095795	
91	0.2084781	0.7266722	0.0000000	0.4893613	0.4165216	0.4392239	0.0024955	0.4339285	0.0002410	0.5263885	0.4966599	0.5350244	0.0056599	0.4492044	0.0817064	
92	0.4169562	0.7927333	0.0000000	0.4616305	0.8321739	0.8343781	0.0099820	0.8152833	0.0065538	0.5409109	0.9920382	0.9518008	0.0226395	0.8501341	0.0805737	
93	0.2084781	0.6110652	0.0000000	0.4633848	0.4165216	0.4225786	0.0024955	0.4200732	-0.0025490	0.5429380	0.4446890	0.4325867	0.0056599	0.4013610	0.0271122	
94	0.1389854	0.8092486	0.0000000	0.4562432	0.2777776	0.2740015	0.0011091	0.2727778	-0.0024443	0.5290109	0.3355953	0.3165595	0.0025155	0.2900840	0.0255062	
95	0.0694927	0.4128819	0.0000000	0.3588019	0.1389371	0.1141947	0.0002773	0.1136957	-0.0023371	0.3459312	0.0987454	0.1057393	0.0006289	0.0897835	0.0168732	
96	0.1389854	0.4789430	0.0000000	0.4288439	0.2777776	0.2752493	0.0011091	0.2728647	-0.0012834	0.4023556	0.2801495	0.2492503	0.0025155	0.2423562	0.0059249	
97	0.1389854	0.5615194	0.0000000	0.4566161	0.2777776	0.2800583	0.0011091	0.2789027	-0.0025124	0.5373955	0.2901534	0.2826003	0.0025155	0.2618827	0.0197484	
98	0.1389854	0.7597027	0.0000000	0.4301147	0.2777776	0.2580841	0.0011091	0.2568290	-0.0024129	0.4845787	0.2869144	0.2694332	0.0025155	0.2553824	0.0130816	
99	0.0694927	0.3137903	0.0000000	0.3433859	0.1389371	0.1116386	0.0002773	0.1111447	-0.0023423	0.3119817	0.0880528	0.0852616	0.0006289	0.0847322	0.0014468	
100	0.0694927	0.4293972	0.0000000	0.4225172	0.1389371	0.1400681	0.0002773	0.1358316	0.0014004	0.3911501	0.1389079	0.1293122	0.0006289	0.1208625	0.0093671	
101	0.4169562	0.3798514	0.0000000	0.3552725	0.8321739	0.6833662	0.0099820	0.6727464	-0.0019212	0.3477811	0.5407501	0.5379919	0.0226395	0.5014318	0.0154669	
102	0.4169562	0.8257638	0.0000000	0.4706922	0.8321739	0.8307475	0.0099820	0.8127878	0.0054187	0.5420591	0.9810268	0.9258794	0.0226395	0.8407357	0.0640506	
103	0.2779708	0.7266722	0.0000000	0.4462352	0.5551689	0.5452390	0.0044364	0.5401949	-0.0019513	0.5270405	0.6418801	0.6155301	0.0100620	0.5610729	0.0459415	
104	0.3474635	0.7597027	0.0000000	0.5147577	0.6937197	0.7389515	0.0069319	0.7208110	0.0086497	0.5418607	0.8100093	0.8775544	0.0157218	0.7294775	0.1339013	
105	0.2084781	0.4624277	0.0000000	0.4673148	0.4165216	0.4354720	0.0024955	0.4178713	0.0125463	0.5134252	0.3998209	0.3706623	0.0056599	0.3594882	0.0070605	
106	0.0694927	0.6606111	0.0000000	0.4391626	0.1389371	0.1351985	0.0002773	0.1346790	-0.0023168	0.5155374	0.1601082	0.1842110	0.0006289	0.1441221	0.0410063	
107	0.2084781	0.7431874	0.0000000	0.4948453	0.4165216	0.4367544	0.0024955	0.4297264	0.0019736	0.5715081	0.4723991	0.4438671	0.0056599	0.4233277	0.0164259	
108	0.0694927	0.6936416	0.0000000	0.4722186	0.1389371	0.1417405	0.0002773	0.1412259	-0.0023217	0.5646260	0.1559638	0.1503304	0.0006289	0.1419222	0.0093256	
109	0.1389854	0.6440958	0.0000000	0.4379816	0.2777776	0.2672516	0.0011091	0.2660307	-0.0024472	0.5153318	0.3092751	0.2925050	0.0025155	0.2739888	0.0175470	
110	0.1389854	0.6440958	0.0000000	0.4729024	0.2777776	0.2861671	0.0011091	0.2850055	-0.0025064	0.5722310	0.3195277	0.2973886	0.0025155	0.2867831	0.0096364	
111	0.0694927	0.4459125	0.0000000	0.4618446	0.1389371	0.1424250	0.0002773	0.1413737	-0.0017849	0.5181598	0.1365615	0.1282903	0.0006289	0.1229123	0.0062954	
112	0.0694927	0.1816680	0.0000000	0.5960094	0.1389371	0.2333112	0.0002773	0.1377854	0.0926896	0.3930496	0.1014616	0.1011013	0.0006289	0.0912487	0.0107701	
113	0.0694927	0.6936416	0.0000000	0.4230421	0.1389371	0.1280413	0.0002773	0.1274902	-0.0022852	0.4924318	0.1441809	0.1335178	0.0006289	0.1251155	0.0093197	
114	0.0694927	0.1651528	0.0000000	0.3208559	0.1389371	0.1077481	0.0002773	0.1072485	-0.0023366	0.2406238	0.0659025	0.0635654	0.0006289	0.0629501	0.0015328	
115	0.0694927	0.4624277	0.0000000	0.4532802	0.1389371	0.1405967	0.0002773	0.1400631	-0.0023026	0.5357937	0.1417580	0.1355911	0.0006289	0.1273400	0.0091686	
116	0.3474635	0.7101569	0.0000000	0.4248034	0.6937197	0.6412028	0.0069319	0.6337541	-0.0020422	0.4901212	0.6772861	0.6287856	0.0157218	0.5939754	0.0206346	
117	0.0694927	0.3137903	0.0000000	0.3753230	0.1389371	0.1275127	0.0002773	0.1269879	-0.0023114	0.3015487	0.1083413	0.1074687	0.0006289	0.1008080	0.0075781	
118	0.4169562	0.2972750	0.0000000	0.3735618	0.8321739	0.7638285	0.0099820	0.7530547	-0.0017671	0.3057304	0.6092285	0.6040138	0.0226395	0.5682117	0.0147090	
119	0.4169562	0.3137903	0.0000000	0.3753230	0.8321739	0.7643744	0.0099820	0.7536092	-0.0017757	0.3355267	0.6679261	0.6613495	0.0226395	0.5875847	0.0526716	
120	0.0694927	0.2972750	0.0000000	0.3641063	0.1389371	0.1247919	0.0002773	0.1242799	-0.0023241	0.3359165	0.1196013	0.1175700	0.0006289	0.1053969	0.0130905	
121	0.0694927	0.3798514	0.0000000	0.4029502	0.1389371	0.1281019	0.0002773	0.1276111	-0.0023454	0.4802837	0.1397432	0.1348640	0.0006289	0.1258683	0.0099132	
122	0.2084781	0.4293972	0.0000000	0.4094357	0.4165216	0.3877977	0.0024955	0.3853288	-0.0025855	0.4966347	0.4250381	0.4062624	0.0056599	0.3755058	0.0266431	
123	0.0694927	0.3137903	0.0000000	0.3753230	0.1389371	0.1275127	0.0002773	0.1269879	-0.0023114	0.3232368	0.1149851	0.1031648	0.0006289	0.1025318	0.0015505	
124	0.1389854	0.1816680	0.0000000	0.4000839	0.2777776	0.2624339	0.0011091	0.2612892	-0.0025233	0.3904272	0.2033567	0.1979971	0.0025155	0.1844974	0.0125305	
125	0.0694927	0.3137903	0.0000000	0.3753230	0.1389371	0.1275127	0.0002773	0.1269879	-0.0023114	0.3264191	0.1160563	0.1063092	0.0006289	0.1026557	0.0045709	
126	0.2084781	0.1981833	0.0000000	0.4073499	0.4165216	0.3981436	0.0024955	0.3956038	-0.0025146	0.3955657	0.3038938	0.2914242	0.0056599	0.2730808	0.0142297	
127	0.0694927	0.6606111	0.0000000	0.5183561	0.1389371	0.1627529	0.0002773	0.1468814	0.0130352	0.5688502	0.1510160	0.1488270	0.0006289	0.1361081	0.0136363	
128	0.0694927	0.5780347	0.0000000	0.4124264	0.1389371	0.1276687	0.0002773	0.1260114	-0.0011790	0.4888597	0.1391375	0.1331739	0.0006289	0.1199668	0.0141245	
129	0.0694927	0.4293972	0.0000000	0.3743560	0.1389371	0.1174008	0.0002773	0.1168383	-0.0022738	0.3683635	0.1010854	0.0947045	0.0006289	0.0889684	0.0066535	
130	0.0694927	0.3963666	0.0000000	0.4058925	0.1389371	0.1283965	0.0002773	0.1278884	-0.0023281	0.4831896	0.1383978	0.1333901	0.0006289	0.1230113	0.0112962	
131	0.2084781	0.6275805	0.0000000	0.5095845	0.4165216	0.4874961	0.0024955	0.4416092	0.0408324	0.5906304	0.4738529	0.4501461	0.0056599	0.4306635	0.0153689	
132	0.0694927	0.6110652	0.0000000	0.4837668	0.1389371	0.1469307	0.0002773	0.1464193	-0.0023248	0.5773270	0.1537895	0.1440023	0.0006289	0.1378876	0.0070321	
133	0.2084781	0.6275805	0.0000000	0.4921033	0.4165216	0.4469443	0.0024955	0.4444311	-0.0025412	0.5946632	0.4737062	0.4446434	0.0056599	0.4285795	0.0119504	
134	0.2084781	0.4128819	0.0000000	0.4108516	0.4165216	0.3864113	0.0024955	0.3839345	-0.0025776	0.4901779	0.4097420	0.3928890	0.0056599	0.3614214	0.0273541	
135	0.1389854	0.5780347	0.0000000	0.4473265	0.2777776	0.2693918	0.0011091	0.2641162	0.0016076	0.4923609	0.2739137	0.2631150	0.0025155	0.2366985	0.0254473	
136	0.0694927	0.5780347	0.0000000	0.5166087	0.1389371	0.1865553	0.0002773	0.1453134	0.0384057	0.5479277	0.1555876	0.1895269	0.0006289	0.1453748	0.0450696	
137	0.0694927	0.5780347	0.0000000	0.4396530	0.1389371	0.1354931	0.0002773	0.1332689	-0.0006120	0.4954653	0.1404063	0.1257453	0.0006289	0.1207712	0.0058916	
138	0.2084781	0.4624277	0.0000000	0.5360099	0.4165216	0.5092190	0.0024955	0.4302485	0.0739161	0.4674268	0.4221370	0.4085323	0.0056599	0.3736492	0.0307696	
139	0.1389854	0.4789430	0.0000000	0.3949660	0.2777776	0.2422707	0.0011091	0.2408763	-0.0022737	0.3949420	0.2120791	0.1986947	0.0025155	0.1869302	0.0107953	
140	0.2779708	0.2642444	0.0000000	0.3659297	0.5551689	0.5032575	0.0044364	0.4985243	-0.0022621	0.2848858	0.3926288	0.3706525	0.0100620	0.3555464	0.0065903	
141	0.0694927	0.5284889	0.0000000	0.4298937	0.1389371	0.1331536	0.0002773	0.1326219	-0.0023045	0.4880021	0.1367146	0.1229547	0.0006289	0.1179986	0.0058736	
142	0.1389854	0.6936416	0.0000000	0.5141361	0.2777776	0.3036095	0.0011091	0.3000769	-0.0001354	0.5896381	0.3153323	0.3209518	0.0025155	0.2889522	0.0310303	
143	0.0694927	0.3468208	0.0000000	1.3913360	0.1389371	0.9185056	0.0002773	0.1390200	0.7766495	0.4637554	0.1290060	0.1300688	0.0006289	0.1157728	0.0152135	
144	0.2084781	0.5119736	0.0000000	0.4038826	0.4165216	0.3719929	0.0024955	0.3691456	-0.0022071	0.4406853	0.3533844	0.3238603	0.0056599	0.3085161	0.0112307	
145	0.1389854	0.4789430	0.0000000	0.4075294	0.2777776	0.2517761	0.0011091	0.2490547	-0.0009466	0.4734512	0.2568132	0.2481891	0.0025155	0.2244827	0.0227371	
146	0.0694927	0.6275805	0.0000000	0.4913021	0.1389371	0.1496515	0.0002773	0.1491069	-0.0022916	0.5677871	0.1553198	0.1839850	0.0006289	0.1449810	0.0399214	
147	0.0694927	0.3468208	0.0000000	0.4571065	0.1389371	0.1430402	0.0002773	0.1425066	-0.0023025	0.4538753	0.1155462	0.1131678	0.0006289	0.1042650	0.0098203	
148	0.0694927	0.6440958	0.0000000	0.5005296	0.1389371	0.1495909	0.0002773	0.1490820	-0.0023273	0.5799848	0.1525909	0.1414279	0.0006289	0.1371362	0.0052091	
149	0.0694927	0.6771263	0.0000000	0.5111938	0.1389371	0.1522510	0.0002773	0.1517306	-0.0023158	0.5861085	0.1553262	0.1459479	0.0006289	0.1419469	0.0049185	
150	0.2084781	0.4459125	0.0000000	0.4101540	0.4165216	0.3767933	0.0024955	0.3698110	0.0019278	0.4276087	0.3381585	0.3089245	0.0056599	0.2968616	0.0079494	
151	0.0694927	0.1651528	0.0000000	0.3191223	0.1389371	0.1145067	0.0002773	0.1140021	-0.0023316	0.1942284	0.0669673	0.0611089	0.0006289	0.0605027	0.0015236	
152	0.0694927	0.3633361	0.0000000	0.3864568	0.1389371	0.1257104	0.0002773	0.1198211	0.0030531	0.3561728	0.0948241	0.0857332	0.0006289	0.0834101	0.0032406	
153	0.0694927	0.1981833	0.0000000	0.4177446	0.1389371	0.1358397	0.0002773	0.1352696	-0.0022661	0.4088124	0.1065688	0.1067907	0.0006289	0.0946328	0.0130754	
154	0.0694927	0.4459125	0.0000000	0.4075294	0.1389371	0.1259530	0.0002773	0.1248416	-0.0017248	0.4480280	0.1206279	0.1185329	0.0006289	0.1077699	0.0116804	
155	0.2084781	0.2807597	0.0000000	0.6912750	0.4165216	0.5840144	0.0024955	0.4123705	0.1665895	0.3443436	0.3501071	0.3161664	0.0056599	0.2952926	0.0167603	
156	0.1389854	0.5119736	0.0000000	0.4725294	0.2777776	0.2904995	0.0011091	0.2893185	-0.0024870	0.5351983	0.2935710	0.2825020	0.0025155	0.2735288	0.0080040	
157	0.0694927	0.5284889	0.0000000	0.4760588	0.1389371	0.1464455	0.0002773	0.1459070	-0.0022977	0.5493593	0.1503529	0.1436388	0.0006289	0.1418989	0.0026573	
158	0.0694927	0.3963666	0.0000000	0.3991584	0.1389371	0.1249132	0.0002773	0.1243795	-0.0023024	0.4426698	0.1186959	0.1173341	0.0006289	0.1064849	0.0117666	
159	0.1389854	0.4789430	0.0000000	0.5829762	0.2777776	0.3496808	0.0011091	0.2679691	0.0780437	0.4576459	0.2443481	0.2201157	0.0025155	0.2103516	0.0087949	
160	0.4864489	0.6440958	0.0000000	0.5536154	0.9705315	1.0610870	0.0135866	1.0232990	0.0216424	0.5686730	0.9665214	0.9288961	0.0308148	0.8520114	0.0476161	
161	0.4169562	0.6771263	0.0000000	0.5123679	0.8321739	0.9142858	0.0099820	0.9026200	-0.0008750	0.5975550	0.9081426	0.9877154	0.0226395	0.8548498	0.1117725	
162	0.0694927	0.5450041	0.0000000	0.4778270	0.1389371	0.1468181	0.0002773	0.1462767	-0.0022948	0.5598915	0.1509267	0.1458398	0.0006289	0.1435037	0.0032535	
163	0.0694927	0.2972750	0.0000000	0.5197997	0.1389371	0.2007571	0.0002773	0.1434841	0.0544369	0.4423580	0.1292674	0.1201444	0.0006289	0.1152314	0.0058305	
164	0.9034051	0.2146986	0.0000000	0.3662060	1.7986490	1.6599090	0.0468598	1.6125990	-0.0021088	0.3175100	1.2329750	1.1984770	0.1062797	1.0491990	0.0445444	
165	0.1389854	0.6110652	0.0000000	0.5023945	0.2777776	0.3022751	0.0011091	0.3010582	-0.0024511	0.5798076	0.3051881	0.3346101	0.0025155	0.2933593	0.0402816	
166	0.0694927	0.6440958	0.0000000	0.5133556	0.1389371	0.1534901	0.0002773	0.1510836	-0.0004298	0.5793682	0.1534006	0.1591051	0.0006289	0.1458762	0.0141464	
167	0.0694927	0.5450041	0.0000000	0.4813978	0.1389371	0.1473293	0.0002773	0.1467923	-0.0022992	0.5568368	0.1494602	0.1467930	0.0006289	0.1424571	0.0052533	
168	0.0694927	0.1981833	0.0000000	0.3560185	0.1389371	0.1244107	0.0002773	0.1238839	-0.0023095	0.2897408	0.1051979	0.1112223	0.0006289	0.0955904	0.0165493	
169	0.3474635	0.4459125	0.0000000	0.4676325	0.6937197	0.7279211	0.0069319	0.7202371	-0.0018069	0.5198750	0.6304287	0.6183600	0.0157218	0.5846246	0.0195599	
170	0.1389854	0.4624277	0.0000000	0.6070879	0.2777776	0.3686743	0.0011091	0.3019279	0.0630783	0.5164729	0.2602435	0.2617393	0.0025155	0.2411489	0.0196212	
171	0.1389854	0.2642444	0.0000000	1.4083190	0.2777776	0.9957966	0.0011091	0.2866715	0.7054571	0.4284096	0.2148017	0.2057695	0.0025155	0.1940192	0.0107811	
172	0.2084781	0.5284889	0.0000000	0.4951631	0.4165216	0.4477935	0.0024955	0.4450079	-0.0022689	0.5303079	0.3924566	0.4070584	0.0056599	0.3584559	0.0444889	
173	0.1389854	0.1486375	0.0000000	0.3181415	0.2777776	0.2120388	0.0011091	0.2107444	-0.0023737	0.2731558	0.1380663	0.1236622	0.0025155	0.1207016	0.0019914	
174	0.1389854	0.5780347	0.0000000	0.5399537	0.2777776	0.3135742	0.0011091	0.2989571	0.0109491	0.5612382	0.2805958	0.2693939	0.0025155	0.2518387	0.0165861	
175	0.1389854	0.5119736	0.0000000	0.4896998	0.2777776	0.2954732	0.0011091	0.2935480	-0.0017428	0.5322003	0.2662561	0.2855579	0.0025155	0.2427093	0.0418794	
176	0.0694927	0.1981833	0.0000000	0.4459244	0.1389371	0.1614011	0.0002773	0.1159670	0.0425980	0.2823201	0.0730564	0.0646070	0.0006289	0.0634213	0.0021031	
177	0.3474635	0.2642444	0.0000000	0.6344458	0.6937197	0.7554322	0.0069319	0.6308649	0.1150764	0.2507590	0.4020844	0.3797613	0.0157218	0.3594506	0.0061352	
178	0.1389854	0.4293972	0.0000000	0.4586329	0.2777776	0.2872588	0.0011091	0.2860628	-0.0024720	0.5324271	0.2662115	0.3105753	0.0025155	0.2468422	0.0627640	
179	0.0694927	0.4954583	0.0000000	0.4910742	0.1389371	0.1495302	0.0002773	0.1490164	-0.0023224	0.5565320	0.1401959	0.1422434	0.0006289	0.1272317	0.0159292	
180	0.0694927	0.5119736	0.0000000	0.5601423	0.1389371	0.2010864	0.0002773	0.1517907	0.0464595	0.5492105	0.1371864	0.1336063	0.0006289	0.1237432	0.0107804	
181	0.1389854	0.4459125	0.0000000	0.4840017	0.2777776	0.2994590	0.0011091	0.2982520	-0.0024610	0.5335753	0.2662880	0.3144272	0.0025155	0.2467897	0.0666683	
182	0.0694927	0.5615194	0.0000000	0.5047635	0.1389371	0.1536547	0.0002773	0.1531313	-0.0023128	0.5691196	0.1473179	0.1489940	0.0006289	0.1335040	0.0164074	
183	0.0694927	0.4128819	0.0000000	0.4700430	0.1389371	0.1469394	0.0002773	0.1464098	-0.0023066	0.5260766	0.1327359	0.1547521	0.0006289	0.1241150	0.0315546	
184	0.0694927	0.5450041	0.0000000	0.4961162	0.1389371	0.1521903	0.0002773	0.1516838	-0.0023296	0.5697291	0.1493263	0.1441497	0.0006289	0.1357735	0.0092937	
185	0.2084781	0.5780347	0.0000000	0.5065317	0.4165216	0.4606782	0.0024955	0.4580076	-0.0023838	0.5785531	0.4437963	0.4251974	0.0056599	0.4000257	0.0210582	
186	0.2084781	0.5945500	0.0000000	0.5166985	0.4165216	0.4725924	0.0024955	0.4610022	0.0065358	0.5783334	0.4417624	0.4281158	0.0056599	0.3974974	0.0265048	
187	0.0694927	0.4624277	0.0000000	0.4990999	0.1389371	0.1527276	0.0002773	0.1500901	-0.0001987	0.5465172	0.1359686	0.1290764	0.0006289	0.1222965	0.0076973	
188	0.2779708	0.4293972	0.0000000	0.4854175	0.5551689	0.5970118	0.0044364	0.5887605	0.0012560	0.5319380	0.5156668	0.5598256	0.0100620	0.4788272	0.0724828	
189	0.0694927	0.4293972	0.0000000	0.4650977	0.1389371	0.1445479	0.0002773	0.1440481	-0.0023364	0.5385366	0.1340494	0.1193682	0.0006289	0.1183574	0.0019282	
190	0.0694927	0.2972750	0.0000000	0.4743874	0.1389371	0.1786616	0.0002773	0.1298809	0.0459446	0.3769466	0.0996699	0.0927196	0.0006289	0.0860443	0.0075928	
191	0.0694927	0.5119736	0.0000000	0.4855281	0.1389371	0.1504227	0.0002773	0.1498919	-0.0023054	0.5392453	0.1447228	0.2009940	0.0006289	0.1432331	0.0586784	
192	0.0694927	0.5450041	0.0000000	0.5097226	0.1389371	0.1556216	0.0002773	0.1535455	-0.0007600	0.5520172	0.1385955	0.1282903	0.0006289	0.1243070	0.0049007	
193	0.2084781	0.4293972	0.0000000	0.4799197	0.4165216	0.4443795	0.0024955	0.4418476	-0.0025225	0.5217461	0.3831221	0.4339133	0.0056599	0.3626799	0.0671198	
194	0.3474635	0.4459125	0.0000000	0.4678812	0.6937197	0.7247584	0.0069319	0.7170055	-0.0017380	0.5503941	0.6553398	0.6297289	0.0157218	0.5861317	0.0294217	
195	0.1389854	0.5284889	0.0000000	0.4919652	0.2777776	0.3001695	0.0011091	0.2979168	-0.0014153	0.5448091	0.2897900	0.4179752	0.0025155	0.2864612	0.1305449	
196	0.0694927	0.2642444	0.0000000	0.4468016	0.1389371	0.1449985	0.0002773	0.1365746	0.0055877	0.4339662	0.1092021	0.1021036	0.0006289	0.0956690	0.0073520	
197	0.1389854	0.1321222	0.0000000	0.4668037	0.2777776	0.3878670	0.0011091	0.2595914	0.1246076	0.3184456	0.2006214	0.1795828	0.0025155	0.1696355	0.0089781	
198	0.1389854	0.5450041	0.0000000	0.4864190	0.2777776	0.2987225	0.0011091	0.2975471	-0.0024926	0.5446674	0.2903383	0.4272216	0.0025155	0.2868216	0.1394309	
199	0.1389854	0.5945500	0.0000000	0.5006125	0.2777776	0.3210953	0.0011091	0.3010593	0.0163680	0.5434270	0.2906189	0.4309556	0.0025155	0.2872002	0.1427862	
200	0.0694927	0.5450041	0.0000000	0.5412315	0.1389371	0.1685150	0.0002773	0.1537920	0.0118869	0.5335398	0.1308104	0.1203704	0.0006289	0.1154705	0.0058174	
201	0.1389854	0.4459125	0.0000000	0.4702295	0.2777776	0.2906901	0.0011091	0.2894825	-0.0024604	0.5419528	0.2620798	0.2587620	0.0025155	0.2346231	0.0231697	
202	0.0694927	0.3137903	0.0000000	0.4821368	0.1389371	0.1719463	0.0002773	0.1349592	0.0341510	0.4214637	0.1082903	0.0972495	0.0006289	0.0934677	0.0046992	
203	0.2084781	0.6110652	0.0000000	0.5153655	0.4165216	0.4678874	0.0024955	0.4595894	0.0032436	0.5441783	0.4328423	0.5824847	0.0056599	0.4277896	0.1505816	
204	0.0694927	0.3303055	0.0000000	0.4764939	0.1389371	0.1546425	0.0002773	0.1339576	0.0178487	0.4283316	0.1089406	0.0972298	0.0006289	0.0943421	0.0038052	
205	0.2084781	0.2972750	0.0000000	0.4711343	0.4165216	0.4034898	0.0024955	0.3823265	0.0161090	0.3614885	0.2820368	0.2558731	0.0056599	0.2417678	0.0099917	
206	0.0694927	0.0495458	-100.0000000	1.0972500	1.1064260	0.6557771	0.0002773	0.0987356	0.5542053	0.1636951	0.0418331	0.0373296	0.0006289	0.0366674	0.0015796	
207	0.0694927	0.3963666	0.0000000	0.4589921	0.1389371	0.1441320	0.0002773	0.1435397	-0.0022440	0.5320514	0.1294077	0.1238980	0.0006289	0.1163550	0.0084604	
208	0.0694927	0.3633361	0.0000000	0.4200446	0.1389371	0.1323650	0.0002773	0.1318252	-0.0022964	0.4484675	0.1116632	0.1088050	0.0006289	0.1014329	0.0082896	
209	0.0694927	0.4128819	0.0000000	0.4691037	0.1389371	0.1451198	0.0002773	0.1445401	-0.0022566	0.5153814	0.1258626	0.1187295	0.0006289	0.1138867	0.0057602	
210	0.2779708	0.3633361	0.0000000	0.4200446	0.5551689	0.5288190	0.0044364	0.5239736	-0.0021499	0.4575041	0.4369166	0.4159805	0.0100620	0.3905454	0.0169194	
211	0.1389854	0.3468208	0.0000000	0.4236430	0.2777776	0.2632484	0.0011091	0.2542928	0.0052876	0.4156873	0.2147634	0.1957272	0.0025155	0.1829593	0.0117987	
